2theta	Theorical peaks	2theta	I	2theta	I
deg	Intensity	deg	(a.u.)	deg	(a.u.)
2H-WSe2	2H-WSe2	x=15,d=21%	x=15,d=21%	x=0,d=4%	x=0,d=4%
		39.38	0.0036330608537693	49.64785	0.00269132902720694
		39.4	0.00333030578262186	49.67415	0.00181053043648463
		39.42	0.0036330608537693	49.70045	0.00188393031904482
		39.44	0.00544959128065395	49.72675	0.00173713055392445
		39.46	0.00272479564032698	49.75305	0.00212859659424545
		39.48	0.00666061156524372	49.77935	0.00193286357408495
		39.5	0.00333030578262186	49.80565	0.00112546486592288
		39.52	0.00484408113835907	49.83195	0.00210412996672538
		39.54	0.00333030578262186	49.85825	0.00266686239968678
		39.56	0.00454132606721163	49.88455	0.0031561949500881
		39.58	0.00333030578262186	49.91085	0.00185946369152476
		39.6	0.00181653042688465	49.93715	0.0018349970640047
		39.62	0.00423857099606418	49.96345	0.00274026228224706
		39.64	0.00605510142294883	49.98975	0.00256899588960653
		39.66	0.00302755071147442	50.01605	0.00269132902720694
		39.68	0.00635785649409628	50.04235	0.00291152867488749
		39.7	0.00544959128065395	50.06865	0.0024221961244862
		39.72	0.00454132606721163	50.09495	0.00217752984928558
		39.74	0.0036330608537693	50.12125	0.00244666275200627
		39.76	0.00484408113835907	50.14755	0.00288706204736743
		39.78	0.00302755071147442	50.17385	0.00335192797024859
		39.8	0.00544959128065395	50.20015	0.00300939518496773
		39.82	0.00514683620950651	50.22645	0.00146799765120376
		39.84	0.00423857099606418	50.25275	0.00261792914464666
		39.86	0.00423857099606418	50.27905	0.00308279506752792
		39.88	0.00454132606721163	50.30535	0.00266686239968678
		39.9	0.00696336663639116	50.33165	0.00198179682912508
		39.92	0.00756887677868604	50.35795	0.00215306322176552
		39.94	0.00333030578262186	50.38425	0.00229986298688589
		39.96	0.00333030578262186	50.41055	0.00176159718144451
		39.98	0.00635785649409628	50.43685	0.00244666275200627
		40	0.00423857099606418	50.46315	0.00283812879232731
		40.02	0.0036330608537693	50.48945	0.00249559600704635
		40.04	0.00333030578262186	50.51575	0.00210412996672538
		40.06	0.0072661217075386	50.54205	0.00274026228224706
		40.08	0.00484408113835907	50.56835	0.00286259541984737
		40.1	0.00575234635180139	50.59465	0.00423272656097079
		40.12	0.00635785649409628	50.62095	0.0037189273830495
		40.14	0.0072661217075386	50.64725	0.00398806028577018
		40.16	0.00756887677868604	50.67355	0.0031561949500881
		40.18	0.00575234635180139	50.69985	0.00337639459776865
		40.2	0.00635785649409628	50.72615	0.00411039342337048
		40.22	0.0072661217075386	50.75245	0.00401252691329024
		40.24	0.00787163184983349	50.77875	0.00391466040320999
		40.26	0.00968816227671813	50.80505	0.00376786063808963
		40.28	0.0121102028458977	50.83135	0.00347426110784889
		40.3	0.0142294883439298	50.85765	0.00322959483264828
		40.32	0.0136239782016349	50.88395	0.00457525934625174
		40.34	0.0145322434150772	50.91025	0.00418379330593067
		40.36	0.0208900999091735	50.93655	0.00540712468193382
		40.38	0.0202845897668786	50.96285	0.00486885887649248
		40.4	0.0326975476839237	50.98915	0.00425719318849095
		40.42	0.0387526491068725	51.01545	0.00543159130945388
		40.44	0.0357250983953981	51.04175	0.00423272656097079
		40.46	0.0563124432334242	51.06805	0.00513799177921315
		40.48	0.0575234635180139	51.09435	0.00570072421217455
		40.5	0.0968816227671813	51.12065	0.00523585828929339
		40.52	0.149561005146836	51.14695	0.00496672538657272
		40.54	0.226763548289434	51.17325	0.0057985907222548
		40.56	0.37632455343627	51.19955	0.00582305734977486
		40.58	0.474417196488041	51.22585	0.00601879036993545
		40.6	0.596124735089313	51.25215	0.00599432374241539
		40.62	0.610959733575537	51.27845	0.00570072421217455
		40.64	0.571904329397517	51.30475	0.00516245840673321
		40.66	0.528610354223433	51.33105	0.0050401252691329
		40.68	0.478655767484105	51.35735	0.005480524564494
		40.7	0.448683015440509	51.38365	0.00621452339009594
		40.72	0.405691795337572	51.40995	0.00425719318849095
		40.74	0.339085679685135	51.43625	0.0049177921315326
		40.76	0.289433848016954	51.46255	0.00413486005089054
		40.78	0.209203754162882	51.48885	0.00423272656097079
		40.8	0.14441416893733	51.51515	0.00332746134272853
		40.82	0.0926430517711172	51.54145	0.0035965942454492
		40.84	0.0660006055101423	51.56775	0.00261792914464666
		40.86	0.0442022403875265	51.59405	0.00322959483264828
		40.88	0.028761731759007	51.62035	0.00278919553728718
		40.9	0.0199818346957312	51.64665	0.00357212761792914
		40.92	0.0142294883439298	51.67295	0.00190839694656488
		40.94	0.0142294883439298	51.69925	0.00137013114112351
		40.96	0.010293672419013	51.72555	0.00159033078880407
		40.98	0.0142294883439298	51.75185	0.00166373067136426
		41	0.00787163184983349	51.77815	0.00254452926208647
		41.02	0.00817438692098093	51.80445	0.00122333137600313
		41.04	0.00696336663639116	51.83075	0.00215306322176552
		41.06	0.00877989706327581	51.85705	0.00256899588960653
		41.08	0.00575234635180139	51.88335	0.00232432961440595
		41.1	0.00938540720557069	51.90965	0.00254452926208647
		41.12	0.0072661217075386	51.93595	0.00171266392640439
		41.14	0.00605510142294883	51.96225	0.00146799765120376
		41.16	0.00454132606721163	51.98855	0.00181053043648463
		41.18	0.00454132606721163	52.01485	0.00176159718144451
		41.2	0.00666061156524372	52.04115	0.00154139753376395
		41.22	0.00575234635180139	52.06745	0.00269132902720694
		41.24	0.00756887677868604	52.09375	0.00161479741632413
		41.26	0.00666061156524372	52.12005	0.00256899588960653
		41.28	0.00514683620950651	52.14635	0.00198179682912508
		41.3	0.00544959128065395	52.17265	0.00207966333920532
		41.32	0.00484408113835907	52.19895	0.00207966333920532
		41.34	0.00454132606721163	52.22525	9.05265218242319E-4
		41.36	0.00423857099606418	52.25155	0.00244666275200627
		41.38	0.0036330608537693	52.27785	0.00144353102368369
		41.4	0.00423857099606418	52.30415	0.00190839694656488
		41.42	0.00393581592491674	52.33045	0.00171266392640439
		41.44	0.00393581592491674	52.35675	0.0020307300841652
		41.46	0.00272479564032698	52.38305	0.00249559600704635
		41.48	0.00181653042688465	52.40935	0.00249559600704635
		41.5	0.00272479564032698	52.43565	0.00127226463104326
		41.52	0.00333030578262186	52.46195	0.00161479741632413
		41.54	0.00333030578262186	52.48825	0.00168819729888432
		41.56	0.00302755071147442	52.51455	0.00185946369152476
		41.58	0.00605510142294883	52.54085	0.0018349970640047
		41.6	0.00393581592491674	52.56715	0.00212859659424545
		41.62	0.00454132606721163	52.59345	0.00239772949696614
		41.64	0.00514683620950651	52.61975	0.00195733020160501
		41.66	0.00121102028458977	52.64605	0.00163926404384419
		41.68	0.00302755071147442	52.67235	0.00249559600704635
		41.7	0.00393581592491674	52.69865	0.0024221961244862
		41.72	0.00242204056917953	52.72495	0.00237326286944607
		41.74	0.00544959128065395	52.75125	0.00129673125856332
		41.76	0.00423857099606418	52.77755	0.00264239577216672
		41.78	0.00514683620950651	52.80385	0.00212859659424545
		41.8	0.00211928549803209	52.83015	0.00178606380896457
		41.82	0.00242204056917953	52.85645	0.0018349970640047
		41.84	0.00423857099606418	52.88275	0.00190839694656488
		41.86	0.00333030578262186	52.90905	0.00296046192992761
		41.88	0.00302755071147442	52.93535	0.00215306322176552
		41.9	0.00302755071147442	52.96165	0.00310726169504798
		41.92	0.00242204056917953	52.98795	0.00229986298688589
		41.94	0.00242204056917953	53.01425	0.00310726169504798
		41.96	0.00333030578262186	53.04055	0.00281366216480724
		41.98	0.00333030578262186	53.06685	0.00278919553728718
		42	0.00423857099606418	53.09315	0.00200626345664514
		42.02	0.00242204056917953	53.11945	0.00269132902720694
		42.04	0.00242204056917953	53.14575	0.00320512820512822
		42.06	0.00272479564032698	53.17205	0.00261792914464666
		42.08	0.00302755071147442	53.19835	0.00286259541984737
		42.1	0.00211928549803209	53.22465	0.00229986298688589
		42.12	0.00211928549803209	53.25095	0.00239772949696614
		42.14	0.00272479564032698	53.27725	0.002715795654727
		42.16	0.00302755071147442	53.30355	0.00132119788608338
		42.18	0.00272479564032698	53.32985	0.00220199647680564
		42.2	0.00272479564032698	53.35615	0.00259346251712659
		42.22	0.00302755071147442	53.38245	0.00168819729888432
		42.24	0.00211928549803209	53.40875	0.00269132902720694
		42.26	0.00272479564032698	53.43505	0.00327852808768841
		42.28	0.00151377535573721	53.46135	0.00335192797024859
		42.3	0.00242204056917953	53.48765	0.00256899588960653
		42.32	0.00181653042688465	53.51395	0.00313172832256804
		42.34	0.00151377535573721	53.54025	0.00264239577216672
		42.36	0.00272479564032698	53.56655	0.00220199647680564
		42.38	0.00423857099606418	53.59285	0.00261792914464666
		42.4	0.0036330608537693	53.61915	0.00217752984928558
		42.42	0.00181653042688465	53.64545	0.0031561949500881
		42.44	0.00181653042688465	53.67175	0.00286259541984737
		42.46	0.00333030578262186	53.69805	0.00252006263456641
		42.48	0.00333030578262186	53.72435	0.00244666275200627
		42.5	0.00333030578262186	53.75065	0.00276472890976712
		42.52	0.00242204056917953	53.77695	0.00357212761792914
		42.54	0.00454132606721163	53.80325	0.00264239577216672
		42.56	0.00121102028458977	53.82955	0.00291152867488749
		42.58	0.0036330608537693	53.85585	0.002715795654727
		42.6	0.00242204056917953	53.88215	0.00320512820512822
		42.62	0.00333030578262186	53.90845	0.00379232726560969
		42.64	0.00211928549803209	53.93475	0.00408592679585042
		42.66	0.00302755071147442	53.96105	0.00374339401056956
		42.68	0.00302755071147442	53.98735	0.00327852808768841
		42.7	0.00272479564032698	54.01365	0.0035965942454492
		42.72	0.00181653042688465	54.03995	0.00269132902720694
		42.74	0.00151377535573721	54.06625	0.00276472890976712
		42.76	0.00272479564032698	54.09255	0.00362106087296926
		42.78	0.00272479564032698	54.11885	0.00327852808768841
		42.8	9.08265213442325E-4	54.14515	0.00349872773536896
		42.82	0.00484408113835907	54.17145	0.00239772949696614
		42.84	0.00302755071147442	54.19775	0.00269132902720694
		42.86	0.00211928549803209	54.22405	0.002715795654727
		42.88	0.00302755071147442	54.25035	0.00354766099040908
		42.9	0.00302755071147442	54.27665	0.00344979448032883
		42.92	0.00333030578262186	54.30295	0.00325406146016834
		42.94	6.05510142294883E-4	54.32925	0.00364552750048932
		42.96	0.00272479564032698	54.35555	0.00445292620865144
		42.98	0.00121102028458977	54.38185	0.00379232726560969
		43	0.00211928549803209	54.40815	0.00391466040320999
		43.02	0.00211928549803209	54.43445	0.00401252691329024
		43.04	0.00121102028458977	54.46075	0.00418379330593067
		43.06	0.00272479564032698	54.48705	0.00511352515169309
		43.08	0.00302755071147442	54.51335	0.00540712468193382
		43.1	0.00302755071147442	54.53965	0.0045997259737718
		43.12	0.00242204056917953	54.56595	0.00516245840673321
		43.14	0.00151377535573721	54.59225	0.00567625758465449
		43.16	0.00272479564032698	54.61855	0.00672832256801722
		43.18	0.00302755071147442	54.64485	0.00516245840673321
		43.2	0.00242204056917953	54.67115	0.00545605793697394
		43.22	0.00181653042688465	54.69745	0.00672832256801722
		43.24	0.00211928549803209	54.72375	0.00609219025249563
		43.26	0.00242204056917953	54.75005	0.00643472303777649
		43.28	0.00272479564032698	54.77635	0.00643472303777649
		43.3	0.00181653042688465	54.80265	0.0057985907222548
		43.32	0.0036330608537693	54.82895	0.00731552162849868
		43.34	0.00181653042688465	54.85525	0.00826972010178116
		43.36	0.00333030578262186	54.88155	0.00606772362497557
		43.38	0.00121102028458977	54.90785	0.00697298884321783
		43.4	0.00242204056917953	54.93415	0.00726658837345856
		43.42	0.00302755071147442	54.96045	0.00692405558817771
		43.44	0.00242204056917953	54.98675	0.00697298884321783
		43.46	0.00333030578262186	55.01305	0.00871011939714227
		43.48	0.00121102028458977	55.03935	0.0071197886083382
		43.5	0.00121102028458977	55.06565	0.00839205323938147
		43.52	0.00211928549803209	55.09195	0.00853885300450184
		43.54	0.00151377535573721	55.11825	0.0085633196320219
		43.56	0.00242204056917953	55.14455	0.00829418672930123
		43.58	0.00242204056917953	55.17085	0.00883245253474257
		43.6	0.00181653042688465	55.19715	0.00792718731650031
		43.62	0.00121102028458977	55.22345	0.00902818555490316
		43.64	0.00242204056917953	55.24975	0.00871011939714227
		43.66	0.00181653042688465	55.27605	0.00995791740066548
		43.68	0.00181653042688465	55.30235	0.00939518496770408
		43.7	0.00333030578262186	55.32865	0.00971325112546487
		43.72	9.08265213442325E-4	55.35495	0.0111812487766686
		43.74	0.00272479564032698	55.38125	0.0114259150518692
		43.76	0.00211928549803209	55.40755	0.0144842434918771
		43.78	0.00272479564032698	55.43385	0.0170287727539636
		43.8	0.00242204056917953	55.46015	0.0205764337443727
		43.82	0.00181653042688465	55.48645	0.0277940888627911
		43.84	3.02755071147442E-4	55.51275	0.0355989430416911
		43.86	0.00272479564032698	55.53905	0.0469759248385203
		43.88	0.00242204056917953	55.56535	0.0599921706791936
		43.9	0.00211928549803209	55.59165	0.072249951066745
		43.92	0.00151377535573721	55.61795	0.0870033274613427
		43.94	9.08265213442325E-4	55.64425	0.104815032295949
		43.96	0.0036330608537693	55.67055	0.120302407516148
		43.98	0.00181653042688465	55.69685	0.132070855353298
		44	0.00242204056917953	55.72315	0.141441573693483
		44.02	0.00151377535573721	55.74945	0.152671755725191
		44.04	0.00181653042688465	55.77575	0.166837933059307
		44.06	0.00181653042688465	55.80205	0.181346643178704
		44.08	0.00272479564032698	55.82835	0.185065570561754
		44.1	0.00211928549803209	55.85465	0.183034840477588
		44.12	0.00302755071147442	55.88095	0.176404384419652
		44.14	0.00272479564032698	55.90725	0.16417107065962
		44.16	0.00211928549803209	55.93355	0.149735760422783
		44.18	0.00272479564032698	55.95985	0.142444705421805
		44.2	0.00272479564032698	55.98615	0.130994323742415
		44.22	0.00272479564032698	56.01245	0.118809943237425
		44.24	0.00151377535573721	56.03875	0.106209630064592
		44.26	0.00211928549803209	56.06505	0.0937071834018395
		44.28	0.00181653042688465	56.09135	0.0787091407320415
		44.3	0.00272479564032698	56.11765	0.0654726952436876
		44.32	0.00121102028458977	56.14395	0.0617782344881582
		44.34	0.00242204056917953	56.17025	0.0510618516343707
		44.36	0.00181653042688465	56.19655	0.0453611274221962
		44.38	0.00211928549803209	56.22285	0.044137796046193
		44.4	0.00423857099606418	56.24915	0.0455079271873165
		44.42	0.00272479564032698	56.27545	0.0518203170874927
		44.44	0.00121102028458977	56.30175	0.0627079663339206
		44.46	0.00211928549803209	56.32805	0.0803973380309258
		44.48	0.00181653042688465	56.35435	0.106674495987473
		44.5	0.00272479564032698	56.38065	0.134419651595224
		44.52	0.00272479564032698	56.40695	0.171364259150519
		44.54	0.00272479564032698	56.43325	0.217581718535917
		44.56	0.00211928549803209	56.45955	0.278992953611274
		44.58	0.00181653042688465	56.48585	0.349652573889215
		44.6	0.00272479564032698	56.51215	0.422881190056763
		44.62	0.00181653042688465	56.53845	0.494250342532785
		44.64	0.0036330608537693	56.56475	0.553557447641417
		44.66	0.00181653042688465	56.59105	0.611763554511647
		44.68	0.0036330608537693	56.61735	0.67190252495596
		44.7	0.00181653042688465	56.64365	0.717410452143276
		44.72	0.00151377535573721	56.66995	0.748140536308476
		44.74	0.00181653042688465	56.69625	0.770551967116853
		44.76	0.00242204056917953	56.72255	0.764728909767077
		44.78	0.00242204056917953	56.74885	0.756752789195537
		44.8	0.00151377535573721	56.77515	0.708969465648855
		44.82	0.00181653042688465	56.80145	0.672098257976121
		44.84	0.00151377535573721	56.82775	0.620742806811509
		44.86	3.02755071147442E-4	56.85405	0.569950088079859
		44.88	0.00121102028458977	56.88035	0.513897044431395
		44.9	0.00181653042688465	56.90665	0.45703660207477
		44.92	0.00302755071147442	56.93295	0.382021922098258
		44.94	0.00181653042688465	56.95925	0.329271873165003
		44.96	0.00151377535573721	56.98555	0.262991779213153
		44.98	0.00242204056917953	57.01185	0.216578586807594
		45	6.05510142294883E-4	57.03815	0.176404384419652
		45.02	0.00151377535573721	57.06445	0.140340575455079
		45.04	0.00211928549803209	57.09075	0.107065962027794
		45.06	0.00181653042688465	57.11705	0.0812781366216481
		45.08	0.00302755071147442	57.14335	0.0626345664513604
		45.1	0.00302755071147442	57.16965	0.0458993932276375
		45.12	0.00211928549803209	57.19595	0.0369690741828146
		45.14	0.00242204056917953	57.22225	0.0301428851047172
		45.16	0.00181653042688465	57.24855	0.0233900959091799
		45.18	0.00181653042688465	57.27485	0.0202339009590918
		45.2	0.00181653042688465	57.30115	0.016001174398121
		45.22	0.00211928549803209	57.32745	0.014435310236837
		45.24	9.08265213442325E-4	57.35375	0.0143374437267567
		45.26	0.00242204056917953	57.38005	0.0120375807398708
		45.28	0.00242204056917953	57.40635	0.01174398120963
		45.3	0.00242204056917953	57.43265	0.0117684478371501
		45.32	0.00302755071147442	57.45895	0.0120865139949109
		45.34	0.00242204056917953	57.48525	0.0100802505382658
		45.36	0.00333030578262186	57.51155	0.0117684478371501
		45.38	0.00423857099606418	57.53785	0.00951751810530438
		45.4	0.00181653042688465	57.56415	0.0102759835584263
		45.42	0.00302755071147442	57.59045	0.00934625171266395
		45.44	6.05510142294883E-4	57.61675	0.0086856527696222
		45.46	0.00121102028458977	57.64305	0.0106185163437072
		45.48	0.00242204056917953	57.66935	0.0104227833235466
		45.5	9.08265213442325E-4	57.69565	0.00883245253474257
		45.52	0.00151377535573721	57.72195	0.00978665100802506
		45.54	0.00181653042688465	57.74825	0.00819632021922098
		45.56	0.00181653042688465	57.77455	0.00809845370914074
		45.58	0.00151377535573721	57.80085	0.00839205323938147
		45.6	6.05510142294883E-4	57.82715	0.0090037189273831
		45.62	0.00211928549803209	57.85345	0.0082452534742611
		45.64	0.00242204056917953	57.87975	0.00893031904482282
		45.66	0.00242204056917953	57.90605	0.00853885300450184
		45.68	0.00302755071147442	57.93235	0.0086856527696222
		45.7	0.00211928549803209	57.95865	0.00878351927970245
		45.72	0.00181653042688465	57.98495	0.00687512233313758
		45.74	0.00302755071147442	58.01125	0.0081229203366608
		45.76	0.0036330608537693	58.03755	0.00775592092385988
		45.78	0.00302755071147442	58.06385	0.00721765511841844
		45.8	0.00211928549803209	58.09015	0.00760912115873952
		45.82	0.00151377535573721	58.11645	0.00775592092385988
		45.84	0.00302755071147442	58.14275	0.00653258954785673
		45.86	0.00211928549803209	58.16905	0.00697298884321783
		45.88	0.00121102028458977	58.19535	0.00751125464865927
		45.9	0.00242204056917953	58.22165	0.00621452339009594
		45.92	0.00151377535573721	58.24795	0.00721765511841844
		45.94	0.00272479564032698	58.27425	0.00545605793697394
		45.96	0.00242204056917953	58.30055	0.00596985711489532
		45.98	0.00181653042688465	58.32685	0.00587199060481508
		46	0.00121102028458977	58.35315	0.0063613231552163
		46.02	0.00423857099606418	58.37945	0.0063613231552163
		46.04	0.00151377535573721	58.40575	0.00614112350753575
		46.06	0.00302755071147442	58.43205	0.00574965746721468
		46.08	0.00211928549803209	58.45835	0.00570072421217455
		46.1	0.00242204056917953	58.48465	0.00562732432961437
		46.12	0.0036330608537693	58.51095	0.00562732432961437
		46.14	0.00211928549803209	58.53725	0.00474652573889217
		46.16	0.0036330608537693	58.56355	0.00594539048737526
		46.18	0.00211928549803209	58.58985	0.00501565864161284
		46.2	0.00302755071147442	58.61615	0.00616559013505581
		46.22	0.00454132606721163	58.64245	0.00486885887649248
		46.24	0.00393581592491674	58.66875	0.00464865922881193
		46.26	0.00393581592491674	58.69505	0.00396359365825012
		46.28	0.00484408113835907	58.72135	0.00540712468193382
		46.3	0.00544959128065395	58.74765	0.00506459189665297
		46.32	0.0072661217075386	58.77395	0.0044773928361715
		46.34	0.00635785649409628	58.80025	0.00423272656097079
		46.36	0.00575234635180139	58.82655	0.00455079271873168
		46.38	0.00877989706327581	58.85285	0.00386572714816987
		46.4	0.00696336663639116	58.87915	0.00511352515169309
		46.42	0.00817438692098093	58.90545	0.00523585828929339
		46.44	0.0127157129881926	58.93175	0.00516245840673321
		46.46	0.00999091734786558	58.95805	0.00450185946369156
		46.48	0.00938540720557069	58.98435	0.0045997259737718
		46.5	0.00968816227671813	59.01065	0.00406146016833036
		46.52	0.00817438692098093	59.03695	0.00479545899393229
		46.54	0.00666061156524372	59.06325	0.00526032491681345
		46.56	0.00635785649409628	59.08955	0.00518692503425327
		46.58	0.00544959128065395	59.11585	0.00425719318849095
		46.6	0.0036330608537693	59.14215	0.00555392444705419
		46.62	0.00514683620950651	59.16845	0.00577412409473474
		46.64	0.00393581592491674	59.19475	0.00508905852417303
		46.66	0.00423857099606418	59.22105	0.00362106087296926
		46.68	0.00211928549803209	59.24735	0.00386572714816987
		46.7	0.00454132606721163	59.27365	0.00396359365825012
		46.72	0.00302755071147442	59.29995	0.00484439224897242
		46.74	0.00272479564032698	59.32625	0.00528479154433351
		46.76	0.00333030578262186	59.35255	0.00428165981601101
		46.78	0.00454132606721163	59.37885	0.00462419260129187
		46.8	0.00151377535573721	59.40515	0.00464865922881193
		46.82	0.00272479564032698	59.43145	0.00506459189665297
		46.84	0.00211928549803209	59.45775	0.00484439224897242
		46.86	0.00121102028458977	59.48405	0.00540712468193382
		46.88	0.00181653042688465	59.51035	0.00567625758465449
		46.9	0.00423857099606418	59.53665	0.0053581914268937
		46.92	0.00121102028458977	59.56295	0.00450185946369156
		46.94	0.00151377535573721	59.58925	0.00496672538657272
		46.96	0.00121102028458977	59.61555	0.00530925817185357
		46.98	0.00302755071147442	59.64185	0.00474652573889217
		47	0.00211928549803209	59.66815	0.00574965746721468
		47.02	0.00121102028458977	59.69445	0.00533372479937364
		47.04	6.05510142294883E-4	59.72075	0.00393912703073005
		47.06	0.00121102028458977	59.74705	0.00496672538657272
		47.08	0.00181653042688465	59.77335	0.00499119201409278
		47.1	0.00272479564032698	59.79965	0.00442845958113138
		47.12	0.00181653042688465	59.82595	0.00364552750048932
		47.14	0.00211928549803209	59.85225	0.0050401252691329
		47.16	0.00181653042688465	59.87855	0.00381679389312975
		47.18	0.00211928549803209	59.90485	0.00455079271873168
		47.2	3.02755071147442E-4	59.93115	0.00428165981601101
		47.22	0.00181653042688465	59.95745	0.00325406146016834
		47.24	0.00393581592491674	59.98375	0.00366999412800938
		47.26	0.00121102028458977	60.01005	0.00462419260129187
		47.28	0.00242204056917953	60.03635	0.00430612644353107
		47.3	0.00333030578262186	60.06265	0.00369446075552944
		47.32	0.00272479564032698	60.08895	0.00332746134272853
		47.34	0.00181653042688465	60.11525	0.00354766099040908
		47.36	0.00393581592491674	60.14155	0.0037189273830495
		47.38	9.08265213442325E-4	60.16785	0.00286259541984737
		47.4	0.00211928549803209	60.19415	0.00347426110784889
		47.42	0.00211928549803209	60.22045	0.00354766099040908
		47.44	0.00333030578262186	60.24675	0.00398806028577018
		47.46	0.00333030578262186	60.27305	0.00364552750048932
		47.48	3.02755071147442E-4	60.29935	0.00327852808768841
		47.5	0.00121102028458977	60.32565	0.00293599530240755
		47.52	0.00211928549803209	60.35195	0.00335192797024859
		47.54	0.00393581592491674	60.37825	0.00362106087296926
		47.56	0.00151377535573721	60.40455	0.00320512820512822
		47.58	0.00302755071147442	60.43085	0.00508905852417303
		47.6	0.00242204056917953	60.45715	0.00337639459776865
		47.62	3.02755071147442E-4	60.48345	0.00291152867488749
		47.64	0.00242204056917953	60.50975	0.00430612644353107
		47.66	0.00121102028458977	60.53605	0.00286259541984737
		47.68	0.00151377535573721	60.56235	0.00276472890976712
		47.7	0.00242204056917953	60.58865	0.00430612644353107
		47.72	0.00211928549803209	60.61495	0.00433059307105113
		47.74	0.00302755071147442	60.64125	0.00305832844000786
		47.76	6.05510142294883E-4	60.66755	0.00269132902720694
		47.78	0.00151377535573721	60.69385	0.00349872773536896
		47.8	0.00242204056917953	60.72015	0.00305832844000786
		47.82	0.00333030578262186	60.74645	0.00428165981601101
		47.84	0.00272479564032698	60.77275	0.002715795654727
		47.86	0.00181653042688465	60.79905	0.00247112937952633
		47.88	0.00242204056917953	60.82535	0.00366999412800938
		47.9	0.00151377535573721	60.85165	0.00256899588960653
		47.92	0.00211928549803209	60.87795	0.00300939518496773
		47.94	0.00151377535573721	60.90425	0.00332746134272853
		47.96	0.00272479564032698	60.93055	0.00296046192992761
		47.98	0.00333030578262186	60.95685	0.0031561949500881
		48	0.00181653042688465	60.98315	0.00327852808768841
		48.02	0.00242204056917953	61.00945	0.0037189273830495
		48.04	0.00302755071147442	61.03575	0.00379232726560969
		48.06	0.00666061156524372	61.06205	0.00318066157760816
		48.08	0.00302755071147442	61.08835	0.00303386181248779
		48.1	0.00514683620950651	61.11465	0.00281366216480724
		48.12	0.00514683620950651	61.14095	0.00234879624192601
		48.14	0.00484408113835907	61.16725	0.00320512820512822
		48.16	0.00423857099606418	61.19355	0.00305832844000786
		48.18	0.00272479564032698	61.21985	0.00347426110784889
		48.2	0.00242204056917953	61.24615	0.002715795654727
		48.22	0.00333030578262186	61.27245	0.00344979448032883
		48.24	0.00211928549803209	61.29875	0.00430612644353107
		48.26	0.00151377535573721	61.32505	0.00435505969857119
		48.28	0.00302755071147442	61.35135	0.0041593266784106
		48.3	0.00272479564032698	61.37765	0.00327852808768841
		48.32	0.00333030578262186	61.40395	0.00308279506752792
		48.34	0.00211928549803209	61.43025	0.00462419260129187
		48.36	0.00423857099606418	61.45655	0.00369446075552944
		48.38	0.00121102028458977	61.48285	0.00327852808768841
		48.4	0.00181653042688465	61.50915	0.00452632609121162
		48.42	0.00181653042688465	61.53545	0.00408592679585042
		48.44	0.00151377535573721	61.56175	0.00283812879232731
		48.46	0.00211928549803209	61.58805	0.002715795654727
		48.48	0.00211928549803209	61.61435	0.00335192797024859
		48.5	0.00242204056917953	61.64065	0.00303386181248779
		48.52	0.0036330608537693	61.66695	0.00386572714816987
		48.54	0.00211928549803209	61.69325	0.00318066157760816
		48.56	6.05510142294883E-4	61.71955	0.00327852808768841
		48.58	0.00181653042688465	61.74585	0.00337639459776865
		48.6	0.00181653042688465	61.77215	0.00354766099040908
		48.62	0.00393581592491674	61.79845	0.00274026228224706
		48.64	0.00333030578262186	61.82475	0.00318066157760816
		48.66	0.00302755071147442	61.85105	0.00217752984928558
		48.68	0.00211928549803209	61.87735	0.00264239577216672
		48.7	0.00302755071147442	61.90365	0.00310726169504798
		48.72	0.00151377535573721	61.92995	0.00296046192992761
		48.74	0.00151377535573721	61.95625	0.00286259541984737
		48.76	0.00242204056917953	61.98255	0.0024221961244862
		48.78	0.00242204056917953	62.00885	0.00259346251712659
		48.8	0.00151377535573721	62.03515	0.002715795654727
		48.82	0.00211928549803209	62.06145	0.00261792914464666
		48.84	0.00302755071147442	62.08775	0.00300939518496773
		48.86	9.08265213442325E-4	62.11405	0.00229986298688589
		48.88	0.00242204056917953	62.14035	0.00266686239968678
		48.9	0.0036330608537693	62.16665	0.00391466040320999
		48.92	0.00181653042688465	62.19295	0.00173713055392445
		48.94	0.00211928549803209	62.21925	0.00276472890976712
		48.96	0.00181653042688465	62.24555	0.0024221961244862
		48.98	0.00211928549803209	62.27185	0.00269132902720694
		49	0.00151377535573721	62.29815	0.00347426110784889
		49.02	0.00242204056917953	62.32445	0.00337639459776865
		49.04	0.00211928549803209	62.35075	0.00234879624192601
		49.06	0.00272479564032698	62.37705	0.00354766099040908
		49.08	9.08265213442325E-4	62.40335	0.00296046192992761
		49.1	0.00121102028458977	62.42965	0.00298492855744767
		49.12	0.00181653042688465	62.45595	0.00198179682912508
		49.14	0.00181653042688465	62.48225	0.00278919553728718
		49.16	0.00393581592491674	62.50855	0.00225092973184576
		49.18	0.00211928549803209	62.53485	0.0024221961244862
		49.2	0.00121102028458977	62.56115	0.00283812879232731
		49.22	0.00181653042688465	62.58745	0.00252006263456641
		49.24	0.00242204056917953	62.61375	0.00357212761792914
		49.26	0.00151377535573721	62.64005	0.00129673125856332
		49.28	0.00151377535573721	62.66635	0.00288706204736743
		49.3	0.00272479564032698	62.69265	0.0024221961244862
		49.32	0.00272479564032698	62.71895	0.00176159718144451
